date,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CA,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTSH,CTXS,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HOLX,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,KHC,KLAC,LBTYA,LRCX,MAR,MCHP,MDLZ,MNST,MSFT,MU,MXIM,MYL,NFLX,NVDA,ORLY,PAYX,PCAR,PYPL,QCOM,REGN,ROST,SBUX,SIRI,SNPS,STX,SWKS,SYMC,TMUS,TSLA,TTWO,TXN,ULTA,VOD,VRSK,VRTX,WBA,WDAY,WDC,WYNN,XLNX,XRAY
2001-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAS,,,,,,,,,,,,,,,,,,,,,,,,ORLY,,,,,,ROST,,,,,,,,,,,,,,,,,,,,XRAY
2002-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GILD,,,,HOLX,,,,,,,,,,,,,,,,,,,,,,,ORLY,,,,,,ROST,,,,,,,,,,,,,,,,,,,,
2002-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GILD,,,,,,,,,,,,,,,,,,,,,,,,,,,ORLY,,,,,,ROST,,,,,,SYMC,,,,,,,,,,,,,,
2002-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GILD,,,,HOLX,,,,,,,,,,,,,,,,,,,,,,,,,PCAR,,,,ROST,,,,,,,,,,,,,,,,,,,,
2002-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLX,,,,,,,,,,,,,,MCHP,,,,,,,,,,,,,,,ROST,,,,,,,,,,,,,,,,,WDC,,,
2002-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDLZ,,,,,,,,,,,,,,ROST,,,,,,SYMC,,,TTWO,,,,,,,,,,,
2002-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLX,,,,,,,,,,,,,,,MDLZ,,,,,,,,,,,,,,ROST,,,,,,SYMC,,,,,,,,,,,,,,
2002-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROST,,,,,,SYMC,,,,,,,,,,,WDC,,,
2002-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMC,,,TTWO,,,,,,,,WDC,,,
2002-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,,,,,,JBHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTWO,,,,,,,,WDC,,,
2002-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROST,,,,,,,,,TTWO,,,,,,,,WDC,,,
2002-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROST,,,,,,,,,TTWO,,,,,,,,WDC,,,
2003-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTSH,,,,,EBAY,,,,,,,,,,,,,,IDXX,,,,INTU,,,,,,,,,,,,,,,,,,,,,,,ROST,,,,,,,,,,,,,,,,,,,,
2003-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,IDXX,,,,,,,,,,,,,,,,,,MYL,,,,,,,,,,,,,,,,,,,,,,,,,,WDC,,,
2003-03-31,,,,,,,,,,,AMZN,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,IDXX,,,,,,,,,,,,,,,,,,MYL,,,,,,,,,,,,,,,,,,,,,,,,,,WDC,,,
2003-04-30,,,,,,,ALGN,,,,,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYL,,,,,,,,,,,,,,,,,,,,,,,,,,WDC,,,
2003-05-30,,,,,,,,,,,AMZN,,,,,,,,,,,,,,,,,,,CTXS,,,,EBAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDC,,,
2003-06-30,,,,,,,ALGN,,,,AMZN,,,,,,,,,,,,,,,,,,,CTXS,,,,EBAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDC,,,
2003-07-31,,,,,,,ALGN,,,,AMZN,,,,,,,,,,,,,,,,,,,CTXS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDC,,,
2003-08-29,,,,,,,ALGN,,,,AMZN,,,,,,,,,,,,,,,,,,,CTXS,,,,,,,,,,,,GILD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,ALGN,,,,AMZN,,,,,,,,,,,,,,,,,,,CTXS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCAR,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-31,,,,,,,ALGN,,,,AMZN,,,,,,,,,,,,,,,,,,,CTXS,,,,,,,,,,,,,,,,,,,,,,,,JBHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-28,,,,,,,ALGN,,,,AMZN,,,,,,,,,,,,,,,,,,,CTXS,,,,,,,,,,,,,,,,,,,,,,,,JBHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,,,,,,ALGN,,,,AMZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LRCX,,,,MNST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-30,,,,,,,ALGN,,,,AMZN,,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,ILMN,,,,,,,,,LRCX,,,,,,,,,,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-27,,,,,,,ALGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLX,,,ILMN,INCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILMN,,,,,,,,,,,,,MNST,,,,,,,,,,,,,,,SIRI,,,,,,,,,,,,,,,,WYNN,,
2004-04-30,,,,,,,,,,,,ATVI,,,,,,,,,,,,,,,,,CTSH,,,,,,,,,,,,,,,,,,,,ILMN,,,,,,,,,,,,,MNST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-31,,,,,,ADSK,,,,,,,,,,,,,,,CERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WYNN,,
2004-06-30,,,,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNST,,,,,,,,,,,,,,,,,,,SYMC,,,,,,,,,,,,WYNN,,
2004-07-30,,,,,,ADSK,,,,,,ATVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WYNN,,
2004-08-31,,,,,,ADSK,,,,,,ATVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBUX,,,,,SYMC,,,,,,,,,,,,WYNN,,
2004-09-30,,AAPL,,,,ADSK,,,,,,ATVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WYNN,,
2004-10-29,,AAPL,,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WYNN,,
2004-11-30,,AAPL,,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WYNN,,
2004-12-31,,AAPL,,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNST,,,,,,,,,,,,,,,,,,,SYMC,,,,,,,,,,,,,,
2005-01-31,,AAPL,,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNST,,,,,,,,,,,,,,,SIRI,,,,,,,,,,,,,,,,,,
2005-02-28,,AAPL,,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISRG,JBHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,AAPL,,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISRG,JBHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-29,,AAPL,ADBE,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-31,,AAPL,,,,ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLX,,,,,,,ISRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
