date,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CA,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTSH,CTXS,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HOLX,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,KHC,KLAC,LBTYA,LRCX,MAR,MCHP,MDLZ,MNST,MSFT,MU,MXIM,MYL,NFLX,NVDA,ORLY,PAYX,PCAR,PYPL,QCOM,REGN,ROST,SBUX,SIRI,SNPS,STX,SWKS,SYMC,TMUS,TSLA,TTWO,TXN,ULTA,VOD,VRSK,VRTX,WBA,WDAY,WDC,WYNN,XLNX,XRAY,Port_Ret
2008-09-30,,,,,,,,,,,,-0.09421778690930449,,-0.2068315439672801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06945241648490408,,,,-0.10549368968076822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3825658847379181,,,,-17.171226435603497
2008-12-31,,,,,,,,,,,,-0.4400518470511987,,,,,,,,,,,,,,,-0.40149273451112344,,,,,,,,,,,,,,,,,,,,,,-0.35726622255119667,,,,,,,,,,,,,,,,,,-0.03205958549222798,,,,,,,,-0.1896711735147808,,,,,,,,,,,,,,,,,,,,,-28.410831262410554
2009-03-31,,,,,,,,,,,,,,,,,,,,-0.19681620839363245,,,,,,,,,,,,0.06860158311345654,,,,,,,,,,-0.09425107547906786,,,-0.13343191184873637,,,,,,,,,-0.07808385278370644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.679629307833732
2009-06-30,,,,,,,,,,0.06906300484652639,,,,,,,,,,,0.4166477143506937,,,,,,,,,,,-0.05499438832772152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02684563758389258,-0.036812674743709084,,,,,,,,0.07883249984828566,,,,,,,,,,,,,,,,,,,,,7.431508639836376
2009-09-30,,,,,,,0.3415094339622642,,,,,,,,,,,,,,0.2008348049446138,,,,,,,,,0.23016619629978052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22681992337164747,0.11683599419448454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.32332705545581
2009-12-31,,0.1369409225788849,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17252974650803443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28780487804878074,,,0.19319904700021673,,,,,,,,,,,,,,,,,,,,,,,,,0.20859567478785634,,,,19.981405378475465
2010-03-31,,0.11516048820303681,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12464151775864307,,,,,,,-0.027357162150622116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038482682792762013,,,,,,,,,,,,,-0.1168742921857423,,,,1.9883763980918334
2010-06-30,,,,,,,,,,,,,,0.14036850921273025,,,,,,,,,,,,,,,,,,,,,,-0.244856394881384,,,,,,,,,,,,,,-0.20531227566403443,,,-0.09338465515750127,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2858707557502769,,,,,,,,,,,,,,,,,-13.781111444809326
2010-09-30,,,,,,,,,,,,,,0.5073443008225618,,,,,,,,,,,,,,,0.28785457451060936,,,,,,,,,,,,,,,,,,,,,0.4444444444444444,,,-0.10100754071354479,,,,,,,,,,,,,,0.49249884951679657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.62269257161735
2010-12-31,,,,,,,,,,,,,,-0.059345156889495265,,,,,,,,,,,,,,,,0.002491207502930859,,,,,,,,,,,,,,,0.06577753015351528,,,,,,,0.12531385528419658,,,,,,,,,,,,,,,0.08349777997039975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.354704320430945
2011-03-31,,,,,,,,,,,,,,0.42763907593494244,,,,,,,,,,,,,,,,,,-0.00998573466476449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35332953898690955,,,,,,,,,,0.012207840009792248,,,0.13168005588541654,,,,,,,,,,,,,,,,18.297415523045927
2011-06-30,,,,,,,,-0.046817997567896286,,,,,,0.016834772512879903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07249892964178706,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3272727272727409,,,-0.2907407407407462,,0.05972906403940881,,,,,,,,,,,,,,2.312945919302904
2011-09-30,,,,,,,,,,,,,,-0.23706558195960892,-0.12878787878787878,,,,,,,,,,,,,,,-0.3183750000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02627402574501847,,,-0.3105022831050118,,,,,,,,,,,,,,,,,,,-19.369134362149623
